Questions,Queries
How many reviews have been submitted for the movie Regeneration on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Regeneration"" },{ ""tomatoes.viewer.numReviews"": 1 })"
What is the IMDb rating for the movie Topaze?,"db.movies.find({""title"": ""Topaze""}, {""imdb.rating"": 1})"
what genre is Red Dust?,"db.movies.find({""title"": ""Red Dust""}, {""genres"": 1})"
who directed the movie The Great Ziegfeld?,"db.movies.find({""title"": ""The Great Ziegfeld""}, {""directors"": 1})"
What is the MPAA rating of Pèpè le Moko?,"db.movies.find({""title"":""Pèpè le Moko""}, {""rated"":1})"
What is the plot summary of the movie Robin Hood ?,"db.movies.find({ ""title"": ""Robin Hood"" }, { ""plot"": 1})"
Which types of movies has Wes Anderson directed?,"db.movies.distinct(""genres"", { ""directors"": ""Wes Anderson"" })"
What are the highest-rated movies directed by Orson Welles?,"db.movies.find({""directors"": 'Orson Welles', ""imdb.rating"": {""$gt"": 8.5}})"
What is the IMDb rating for Mary of Scotland?,"db.movies.find({""title"": ""Mary of Scotland""}, {""imdb.rating"": 1})"
Who are the main actors/actresses in the movie The Lower Depths?,"db.movies.find({""title"":""The Lower Depths""}, {""cast"":1})"
What are the names of all the actors who starred in the movie 'The Gilded Lily'?,"db.movies.find({""title"": ""The Gilded Lily""}, {""cast"": 1})"
who wrote the screenplay for the movie The New Gulliver?,"db.movies.aggregate([ { ""$match"": { ""title"":""The New Gulliver""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
What languages are spoken in the movie La Grande Illusion?,"db.movies.find({""title"":""La Grande Illusion""}, {""languages"":1})"
Has the movie College won any awards?,"db.movies.find({""title"":""College""}, {""awards.wins"":1})"
Who is the lead actress of the movie Skippy ?,"db.movies.find({""title"": ""Skippy""}, {""cast"":{""$slice"": 1},""title"":1})"
What languages are spoken in the movie Comradeship ?,"db.movies.find({""title"": ""Comradeship""}, { ""languages"": 1})"
Who are the actors in the movie The Song of Night?,"db.movies.find({""title"":""The Song of Night""}, {""cast"":1})"
Can you provide a detailed summary of the movie The Robber Symphony plot?,"db.movies.find({ ""title"": ""The Robber Symphony"" }, { ""fullplot"": 1})"
When was the information last updated for the movie The World Moves On ?,"db.movies.find({ ""title"": ""The World Moves On"" },{ ""lastupdated"": 1 })"
What is the running time of the movie The Blue Bird?,"db.movies.find({""title"":""The Blue Bird""}, {""runtime"":1})"
What is the highest-ranking Stanley Kubrick-directed film on Rotten Tomatoes?,"db.movies.find({""directors"": ""Stanley Kubrick"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
What is the name of the director and cast for the movie 'Tsirk'?,"db.movies.find({""title"": ""Tsirk""}, {""directors"": 1, ""cast"": 1, ""_id"": 0})"
What is the IMDb rating for the movie Lenin in October?,"db.movies.find({""title"": ""Lenin in October""}, {""imdb.rating"": 1})"
Who are the starring actors/actresses in the movie Seven Chances?,"db.movies.find({""title"":""Seven Chances""}, {""cast"":1})"
what is the plot for Sisters of the Gion?,"db.movies.find({""title"": ""Sisters of the Gion""}, {""plot"": 1})"
What is the imdbID and year of release for the movie with a title of 'Maria Chapdelaine'?,"db.movies.find({""title"": ""Maria Chapdelaine""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
The Cameraman is a movie written by this person?,"db.movies.find({""title"": ""The Cameraman""}, {""writers"": 1})"
Can you share with me the film genres that were helmed by Gus Van Sant?,"db.movies.distinct(""genres"", { ""directors"": ""Gus Van Sant"" })"
What is the Metacritic score of the movie Sons of the Desert ?,"db.movies.find({ ""title"": ""Sons of the Desert"" }, { ""metacritic"": 1})"
who is the director that directed Swing Time?,"db.movies.find({""title"": ""Swing Time""}, {""directors"": 1})"
"Alice Adams, was written by who?","db.movies.find({""title"": ""Alice Adams""}, {""writers"": 1})"
How does the movie The Hunchback of Notre Dame rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""The Hunchback of Notre Dame"" },{ ""tomatoes.critic.meter"": 1 })"
When was the movie Children in the Wind released in theaters?,"db.movies.find({""title"": ""Children in the Wind""}, {""released"": 1})"
what is the full plot for the movie Freaks?,"db.movies.find({""title"": ""Freaks""}, {""fullplot"": 1})"
What is the IMDb rating for the movie Nosferatu?,"db.movies.find({""title"": ""Nosferatu""}, {""imdb.rating"": 1})"
what sort of movie is Night Must Fall?,"db.movies.find({""title"": ""Night Must Fall""}, {""genres"": 1})"
what is the plot for the movie Hallelujah?,"db.movies.find({""title"": ""Hallelujah""}, {""plot"": 1})"
the movie Blacksmith Scene was directed by who?,"db.movies.find({""title"": ""Blacksmith Scene""}, {""directors"": 1})"
What movie directed by Oliver Stone has the best Rotten Tomatoes score?,"db.movies.find({""directors"": ""Oliver Stone"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
the movie Marked Woman starred which actors?,"db.movies.find({""title"": ""Marked Woman""}, {""cast"": 1})"
What is the meter score of the movie The Count of Monte Cristo according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""The Count of Monte Cristo""}, {""tomatoes.viewer.meter"": 1})"
What is the percentage of positive reviews among critics for the movie Red Dust ?,"db.movies.find({ ""title"": ""Red Dust"" },{ ""tomatoes.critic.meter"": 1 })"
can you describe the plot of Broadway Bill?,"db.movies.find({""title"": ""Broadway Bill""}, {""plot"": 1})"
Can you provide more information about the IMDb rating for the movie The Big Parade ?,"db.movies.find({""title"":""The Big Parade""}, {""imdb"":1})"
what sort of film is Wild Boys of the Road?,"db.movies.find({""title"": ""Wild Boys of the Road""}, {""genres"": 1})"
who was The Jazz Singer written by?,"db.movies.find({""title"": ""The Jazz Singer""}, {""writers"": 1})"
What is the MPAA rating of the movie City Streets?,"db.movies.find({""title"":""City Streets""}, {""rated"":1})"
How many reviews have been submitted for the movie It's a Gift on Rotten Tomatoes?,"db.movies.find({ ""title"": ""It's a Gift"" },{ ""tomatoes.viewer.numReviews"": 1 })"
How many comments have been posted by users on the movie Flying Down to Rio's page on the Mflix platform?,"db.movies.find({ ""title"": ""Flying Down to Rio"" }, { ""num_mflix_comments"": 1 })"
In what year was the movie The Birth of a Nation released?,"db.movies.find({""title"":""The Birth of a Nation""}, {""year"":1})"
who are the actors in Movie Crazy?,"db.movies.find({""title"": ""Movie Crazy""}, {""cast"": 1})"
Which movie genres did Claude Chabrol direct?,"db.movies.distinct(""genres"", { ""directors"": ""Claude Chabrol"" })"
What is the production company behind the movie x?,"db.movies.find({""title"": ""Queen Christina""}, { ""tomatoes.production"": 1})"
How many votes does the movie Lloyd's of London have on IMDb?,"db.movies.find({""title"":""Lloyd's of London""}, {""imdb.votes"":1})"
who is the author of Cavalcade?,"db.movies.find({""title"": ""Cavalcade""}, {""writers"": 1})"
who stars in Flesh and the Devil?,"db.movies.find({""title"": ""Flesh and the Devil""}, {""cast"": 1})"
Who are the main actors/actresses in the movie The Thin Man?,"db.movies.find({""title"":""The Thin Man""}, {""cast"":1})"
What is the production company of the movie Ruggles of Red Gap?,"db.movies.find({""title"":""Ruggles of Red Gap""}, {""tomatoes.production"":1})"
What is the rating of the movie A Corner in Wheat ?,"db.movies.find({ ""title"": ""A Corner in Wheat"" }, { ""rated"": 1})"
what is the full plot for the movie The Private Life of Don Juan?,"db.movies.find({""title"": ""The Private Life of Don Juan""}, {""fullplot"": 1})"
who was the writer of the film Mr. Deeds Goes to Town?,"db.movies.find({""title"": ""Mr. Deeds Goes to Town""}, {""writers"": 1})"
How many reviews did the movie The Blue Bird receive on Rotten Tomatoes?,"db.movies.find({""title"":""The Blue Bird""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
When was the movie Gold Diggers of 1935 released in theaters?,"db.movies.find({""title"": ""Gold Diggers of 1935""}, {""released"": 1})"
what sort of movie is The Broadway Melody?,"db.movies.find({""title"": ""The Broadway Melody""}, {""genres"": 1})"
What is the production company of the film Topaze?,"db.movies.find({""title"":""Topaze""}, {""tomatoes.production"":1})"
What is the Rotten Tomatoes meter rating for the movie White Shadows ?,"db.movies.find({""title"":""White Shadows""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
who was Men Without Women written by?,"db.movies.find({""title"": ""Men Without Women""}, {""writers"": 1})"
who starred in the film The Circus?,"db.movies.find({""title"": ""The Circus""}, {""cast"": 1})"
what is the genre for the film The Son of the Sheik?,"db.movies.find({""title"": ""The Son of the Sheik""}, {""genres"": 1})"
what is the plot for the film Tabu: A Story of the South Seas?,"db.movies.find({""title"": ""Tabu: A Story of the South Seas""}, {""plot"": 1})"
What is the audience rating of the movie Wonder Bar ?,"db.movies.find({ ""title"": ""Wonder Bar"" },{ ""tomatoes.viewer.rating"": 1 })"
"Has the movie M won any awards? If so, which ones?","db.movies.find({""title"":""M"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
what is the movie Queen Kelly imdb rating?,"db.movies.find({""title"": ""Queen Kelly""}, {""imdb.rating"": 1})"
"Has the film The Immigrant won any awards? If so, which ones?","db.movies.find({""title"":""The Immigrant"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What languages are spoken in the movie The Power and the Glory ?,"db.movies.find({""title"": ""The Power and the Glory""}, { ""languages"": 1})"
What is the production company of the film Gertie the Dinosaur?,"db.movies.find({""title"":""Gertie the Dinosaur""}, {""tomatoes.production"":1})"
What is the production company of The Jazz Singer?,"db.movies.find({""title"":""The Jazz Singer""}, {""tomatoes.production"":1})"
how many awards did the film Theodora Goes Wild win?,"db.movies.find({""title"":""Theodora Goes Wild""}, {""awards.wins"":1})"
What languages are spoken in the movie In Old Arizona?,"db.movies.find({""title"":""In Old Arizona""}, {""languages"":1})"
who stars in Triumph of the Will?,"db.movies.find({""title"": ""Triumph of the Will""}, {""cast"": 1})"
What is the box office revenue for the movie 'Snow White and the Seven Dwarfs'?,"db.movies.find({""title"": ""Snow White and the Seven Dwarfs""}, {""tomatoes.boxOffice"": 1})"
When was the information about the movie The Crusades last updated?,"db.movies.find({ ""title"": ""The Crusades"" }, { ""lastupdated"": 1})"
what was the release year of Broadway Melody of 1936?,"db.movies.find({""title"": ""Broadway Melody of 1936""}, {""year"": 1})"
what sort of movie is The Blue Bird?,"db.movies.find({""title"": ""The Blue Bird""}, {""genres"": 1})"
what is the plot for The Ace of Hearts?,"db.movies.find({""title"": ""The Ace of Hearts""}, {""plot"": 1})"
Who are the actors that appear in the movie Nosferatu ?,"db.movies.find({ ""title"": ""Nosferatu"" },{ ""cast"": 1 })"
what was the release year of The Black Pirate?,"db.movies.find({""title"": ""The Black Pirate""}, {""year"": 1})"
what genre is the movie From Hand to Mouth?,"db.movies.find({""title"": ""From Hand to Mouth""}, {""genres"": 1})"
what was the release date of the movie Upstream?,"db.movies.find({""title"": ""Upstream""}, {""released"": 1})"
the film Pandora's Box starred which actors?,"db.movies.find({""title"": ""Pandora's Box""}, {""cast"": 1})"
who is the director of One Night of Love?,"db.movies.find({""title"": ""One Night of Love""}, {""directors"": 1})"
What is the rating of the movie The Gay Divorcee ?,"db.movies.find({ ""title"": ""The Gay Divorcee"" }, { ""rated"": 1})"
who wrote the screenplay for the film Broken Blossoms or The Yellow Man and the Girl?,"db.movies.aggregate([ { ""$match"": { ""title"":""Broken Blossoms or The Yellow Man and the Girl""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
what type of movie is Grass: A Nation's Battle for Life?,"db.movies.find({""title"": ""Grass: A Nation's Battle for Life""}, {""genres"": 1})"
Could you tell me the main category of movies that Jean Renoir directs?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Jean Renoir"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
What is the MongoDB document ID of the movie The Mummy?,"db.movies.find({""title"": ""The Mummy""}, {""_id"": 1})"
What is the IMDB rating of the movie Lenin in October ?,"db.movies.find({""title"": ""Lenin in October""}, { ""imdb.rating"": 1})"
What is the language of the movie Lonesome?,"db.movies.find({""title"":""Lonesome""}, {""languages"":1})"
What is the IMDb rating for the film The New Gulliver?,"db.movies.find({""title"": ""The New Gulliver""}, {""imdb.rating"": 1})"
What is the principal film genre that Satyajit Ray focuses on in his directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Satyajit Ray"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Can you provide more information about the languages spoken in the movie The Last Command ?,"db.movies.find({""title"":""The Last Command""}, {""languages"":1})"
How many awards did the movie win The Big Parade ?,"db.movies.find({ ""title"": ""The Big Parade"" },{ ""awards.wins"": 1 })"
who was The Champ written by?,"db.movies.find({""title"": ""The Champ""}, {""writers"": 1})"
how has One Week been recieved by critics and audience?,"db.movies.find({""title"":""One Week""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
How many reviews have been submitted by critics for the movie The Scarlet Empress?,"db.movies.find({ ""title"": ""The Scarlet Empress"" }, { ""tomatoes.critic.numReviews"": 1 })"
who starred in the movie Daughter of Shanghai?,"db.movies.find({""title"": ""Daughter of Shanghai""}, {""cast"": 1})"
who's the director of Les vampires?,"db.movies.find({""title"": ""Les vampires""}, {""directors"": 1})"
who are the actors in The Man Who Knew Too Much?,"db.movies.find({""title"": ""The Man Who Knew Too Much""}, {""cast"": 1})"
