Questions,Queries
Can you provide me with a list of movies directed by Jean Renoir that were released in the 1990s?,"db.movies.find({""directors"": 'Jean Renoir', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
who starred in They Won't Forget?,"db.movies.find({""title"": ""They Won't Forget""}, {""cast"": 1})"
which person wrote the movie Frankenstein?,"db.movies.find({""title"": ""Frankenstein""}, {""writers"": 1})"
Has the movie A Story of Floating Weeds won any awards?,"db.movies.find({""title"":""A Story of Floating Weeds""}, {""awards.wins"":1})"
When was the information last updated for the movie The Circus ?,"db.movies.find({ ""title"": ""The Circus"" },{ ""lastupdated"": 1 })"
What type of media is Miss Lulu Bett?,"db.movies.find({ ""title"": ""Miss Lulu Bett"" }, { ""type"": 1})"
the film Make Way for Tomorrow starred who?,"db.movies.find({""title"": ""Make Way for Tomorrow""}, {""cast"": 1})"
How many reviews did the movie Metropolis receive on Rotten Tomatoes?,"db.movies.find({""title"":""Metropolis""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
what was the release year of the movie The Pearls of the Crown?,"db.movies.find({""title"": ""The Pearls of the Crown""}, {""year"": 1})"
What is the website associated with the movie Twentieth Century on Rotten Tomatoes?,"db.movies.find({""title"": ""Twentieth Century""}, {""tomatoes.website"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie The Navigator?,"db.movies.find({""title"": ""The Navigator""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
which person wrote the film Cleopatra?,"db.movies.find({""title"": ""Cleopatra""}, {""writers"": 1})"
What is the Metacritic score of the movie The Lives of a Bengal Lancer ?,"db.movies.find({ ""title"": ""The Lives of a Bengal Lancer"" }, { ""metacritic"": 1})"
What is the audience rating of the movie The Crowd ?,"db.movies.find({ ""title"": ""The Crowd"" },{ ""tomatoes.viewer.rating"": 1 })"
What movie directed by Terrence Malick has the longest duration?,"db.movies.find({""directors"":""Terrence Malick""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
how many awards did Wild Oranges win?,"db.movies.find({""title"":""Wild Oranges""}, {""awards.wins"":1})"
How many reviews did the movie Romeo and Juliet receive on Rotten Tomatoes?,"db.movies.find({""title"":""Romeo and Juliet""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
What is the IMDb rating for Shall We Dance?,"db.movies.find({""title"": ""Shall We Dance""}, {""imdb.rating"": 1})"
"Has the film Wings won any awards? If so, which ones?","db.movies.find({""title"":""Wings"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What is the Metacritic score of the movie The Hunchback of Notre Dame ?,"db.movies.find({ ""title"": ""The Hunchback of Notre Dame"" }, { ""metacritic"": 1})"
What are the genres this movie Ella Cinders belongs to?,"db.movies.find({""title"":""Ella Cinders""}, {""genres"":1})"
What languages are spoken in the movie Zero for Conduct?,"db.movies.find({""title"":""Zero for Conduct""}, {""languages"":1})"
What is the box office revenue of the movie A Damsel in Distress in dollars?,"db.movies.find({""title"": ""A Damsel in Distress""}, {""tomatoes.boxOffice"": 1})"
In what year was the movie Dishonored released?,"db.movies.find({""title"":""Dishonored""}, {""year"":1})"
which person directed Tabu: A Story of the South Seas?,"db.movies.find({""title"": ""Tabu: A Story of the South Seas""}, {""directors"": 1})"
the movie Tarzan the Ape Man starred who?,"db.movies.find({""title"": ""Tarzan the Ape Man""}, {""cast"": 1})"
What is the cumulative duration of all the films that Jean-Luc Godard directed?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Jean-Luc Godard"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
Who are the actors that appear in the movie Carnival in Flanders ?,"db.movies.find({ ""title"": ""Carnival in Flanders"" },{ ""cast"": 1 })"
How many reviews did the movie The Fall of the House of Usher receive on Rotten Tomatoes?,"db.movies.find({""title"":""The Fall of the House of Usher""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
What movie directed by Jacques Rivette has the best Rotten Tomatoes score?,"db.movies.find({""directors"": ""Jacques Rivette"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
What are the highest-rated movies directed by Terrence Malick?,"db.movies.find({""directors"": 'Terrence Malick', ""imdb.rating"": {""$gt"": 8.5}})"
what was the release date of the film Bride of Frankenstein?,"db.movies.find({""title"": ""Bride of Frankenstein""}, {""released"": 1})"
When was the Tomatometer score and other Tomato-related information last updated for the movie China Seas?,"db.movies.find({""title"": ""China Seas""}, { ""tomatoes.lastUpdated"": 1})"
What is the IMDb rating for the film The Big Parade?,"db.movies.find({""title"": ""The Big Parade""}, {""imdb.rating"": 1})"
what was the release date of the movie For Heaven's Sake?,"db.movies.find({""title"": ""For Heaven's Sake""}, {""released"": 1})"
what was the genre of the movie Love Me Tonight?,"db.movies.find({""title"": ""Love Me Tonight""}, {""genres"": 1})"
what is Naughty Marietta description?,"db.movies.find({""title"": ""Naughty Marietta""}, {""plot"": 1})"
who produced the film Duck Soup?,"db.movies.find({""title"":""Duck Soup""}, {""tomatoes.production"":1})"
what year was Man with a Movie Camera released?,"db.movies.find({""title"": ""Man with a Movie Camera""}, {""year"": 1})"
who's the director of The Jazz Singer?,"db.movies.find({""title"": ""The Jazz Singer""}, {""directors"": 1})"
what genre of film is Upstream?,"db.movies.find({""title"": ""Upstream""}, {""genres"": 1})"
What is the IMDb rating for the movie Toni?,"db.movies.find({""title"": ""Toni""}, {""imdb.rating"": 1})"
Could you tell me the total runtime of all Francis Ford Coppola movies he has directed?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Francis Ford Coppola"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
Can you provide me with a list of Francois Truffaut-directed movies with the highest ratings?,"db.movies.find({""directors"": 'Francois Truffaut', ""imdb.rating"": {""$gt"": 8.5}})"
How many reviews have been submitted by critics for the movie Wonder Bar ?,"db.movies.find({""title"": ""Wonder Bar""}, {""tomatoes.critic.numReviews"": 1})"
what is the film Three Little Pigs description ?,"db.movies.find({""title"": ""Three Little Pigs""}, {""plot"": 1})"
Can you tell me the total count of films that David Fincher has directed?,"db.movies.countDocuments({""directors"":""David Fincher""})"
what sort of film is Tarzan and His Mate?,"db.movies.find({""title"": ""Tarzan and His Mate""}, {""genres"": 1})"
how has China Seas been recieved by critics and audience?,"db.movies.find({""title"":""China Seas""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who is listed as director for Morocco?,"db.movies.find({""title"": ""Morocco""}, {""directors"": 1})"
Could you inform me of the genres of films that Akira Kurosawa has directed?,"db.movies.distinct(""genres"", { ""directors"": ""Akira Kurosawa"" })"
who was the movie Earth written by?,"db.movies.find({""title"": ""Earth""}, {""writers"": 1})"
who acted in the movie The Life of Emile Zola?,"db.movies.find({""title"": ""The Life of Emile Zola""}, {""cast"": 1})"
What is the production company of the movie Movie Crazy?,"db.movies.find({""title"":""Movie Crazy""}, {""tomatoes.production"":1})"
When was the movie She released?,"db.movies.find({""title"":""She""}, {""released"":1})"
What is the production company behind the movie Scrooge ?,"db.movies.find({""title"": ""Scrooge""}, {""tomatoes.production"": 1})"
who was the writer of Asphalt?,"db.movies.find({""title"": ""Asphalt""}, {""writers"": 1})"
Which types of movies has Clint Eastwood directed?,"db.movies.distinct(""genres"", { ""directors"": ""Clint Eastwood"" })"
Can you give me a brief summary of the movie The Invisible Man plot?,"db.movies.find({""title"":""The Invisible Man""}, {""plot"":1})"
When was the Tomatometer score and other Tomato-related information last updated for the movie Sherlock Jr.?,"db.movies.find({""title"": ""Sherlock Jr.""}, { ""tomatoes.lastUpdated"": 1})"
who is the author of Popeye the Sailor Meets Sindbad the Sailor?,"db.movies.find({""title"": ""Popeye the Sailor Meets Sindbad the Sailor""}, {""writers"": 1})"
how many awards did Anna Karenina win?,"db.movies.find({""title"":""Anna Karenina""}, {""awards.wins"":1})"
Could you tell me which Alfred Hitchcock-directed film has the longest running time?,"db.movies.find({""directors"":""Alfred Hitchcock""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
Which Kenji Mizoguchi film has the shortest duration?,"db.movies.find({""directors"":""Kenji Mizoguchi""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": 1}).limit(1)"
What is the production company of the movie The Docks of New York?,"db.movies.find({""title"":""The Docks of New York""}, {""tomatoes.production"":1})"
how has Sons of the Desert been recieved by critics and audience?,"db.movies.find({""title"":""Sons of the Desert""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who are the actors in The Son of Kong?,"db.movies.find({""title"": ""The Son of Kong""}, {""cast"": 1})"
what type of movie is Night Must Fall?,"db.movies.find({""title"": ""Night Must Fall""}, {""genres"": 1})"
Which Gus Van Sant film has the shortest duration?,"db.movies.find({""directors"":""Gus Van Sant""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": 1}).limit(1)"
Which actor has the most frequent appearances in Alain Resnais's directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Alain Resnais"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
which company produced the film A Story of Floating Weeds?,"db.movies.find({""title"":""A Story of Floating Weeds""}, {""tomatoes.production"":1})"
what kind of film is He Who Gets Slapped?,"db.movies.find({""title"": ""He Who Gets Slapped""}, {""genres"": 1})"
who wrote the film Now or Never?,"db.movies.find({""title"": ""Now or Never""}, {""writers"": 1})"
What is the runtime of the movie The Sin of Madelon Claudet ?,"db.movies.find({""title"": ""The Sin of Madelon Claudet""}, { ""runtime"": 1})"
What is the running time of State Fair?,"db.movies.find({""title"":""State Fair""}, {""runtime"":1})"
Can you provide more information about the IMDb rating for the movie Gold Diggers of 1933 ?,"db.movies.find({""title"":""Gold Diggers of 1933""}, {""imdb"":1})"
who was the movie Going Hollywood written by?,"db.movies.find({""title"": ""Going Hollywood""}, {""writers"": 1})"
what is the plot for The Broadway Melody?,"db.movies.find({""title"": ""The Broadway Melody""}, {""plot"": 1})"
What is the IMDb rating for the film Scarface?,"db.movies.find({""title"": ""Scarface""}, {""imdb.rating"": 1})"
What is the viewer rating for the movie The Cameraman on Rotten Tomatoes?,"db.movies.find({""title"":""The Cameraman""}, {""tomatoes.viewer.rating"":1})"
How does the movie Naughty Marietta rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Naughty Marietta"" },{ ""tomatoes.critic.meter"": 1 })"
who acted in the film Folies Bergère de Paris?,"db.movies.find({""title"": ""Folies Bergère de Paris""}, {""cast"": 1})"
what genre of film is The Invisible Ray?,"db.movies.find({""title"": ""The Invisible Ray""}, {""genres"": 1})"
What is the viewer rating for the movie Kid Galahad on Rotten Tomatoes?,"db.movies.find({""title"":""Kid Galahad""}, {""tomatoes.viewer.rating"":1})"
How does the movie Street Angel rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Street Angel"" },{ ""tomatoes.critic.meter"": 1 })"
In what year was the movie The Invisible Man released ?,"db.movies.find({ ""title"": ""The Invisible Man"" }, { ""year"": 1})"
who are the actors in Show People?,"db.movies.find({""title"": ""Show People""}, {""cast"": 1})"
Was the movie The Red Head well received by audiences and critics?,"db.movies.find({""title"":""The Red Head""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who starred in the film Steamboat Willie?,"db.movies.find({""title"": ""Steamboat Willie""}, {""cast"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie The Birth of a Nation?,"db.movies.find({""title"": ""The Birth of a Nation""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
what sort of movie is Under the Roofs of Paris?,"db.movies.find({""title"": ""Under the Roofs of Paris""}, {""genres"": 1})"
who was the writer of the film Safety Last!?,"db.movies.find({""title"": ""Safety Last!""}, {""writers"": 1})"
What is the Rotten Tomatoes meter rating for the viewer reviews of the movie Show People ?,"db.movies.find({""title"":""Show People""}, {""tomatoes.viewer.meter"":1})"
who is the writer of the film The Edge of the World?,"db.movies.find({""title"": ""The Edge of the World""}, {""writers"": 1})"
what is David Copperfield about in details?,"db.movies.find({""title"": ""David Copperfield""}, {""fullplot"": 1})"
Who is the lead actor of the movie The Trail of the Lonesome Pine ?,"db.movies.find({""title"": ""The Trail of the Lonesome Pine""}, {""cast"":{""$slice"": 1},""title"":1})"
What languages are spoken in the movie Marked Woman ?,"db.movies.find({""title"": ""Marked Woman""}, { ""languages"": 1})"
In what year was the movie The Son of Kong released ?,"db.movies.find({ ""title"": ""The Son of Kong"" }, { ""year"": 1})"
which company produced the film Red Dust?,"db.movies.find({""title"":""Red Dust""}, {""tomatoes.production"":1})"
who was the writer of Sisters of the Gion?,"db.movies.find({""title"": ""Sisters of the Gion""}, {""writers"": 1})"
who starred in the film Lost Horizon?,"db.movies.find({""title"": ""Lost Horizon""}, {""cast"": 1})"
What is the critical reception of the movie Love Me Tonight?,"db.movies.find({""title"":""Love Me Tonight""}, {""tomatoes.critic"":1})"
What is the running time of the movie Fury?,"db.movies.find({""title"":""Fury""}, {""runtime"":1})"
What is the IMDb rating for the movie Dodsworth?,"db.movies.find({""title"": ""Dodsworth""}, {""imdb.rating"": 1})"
What is the language of the film Murders in the Rue Morgue?,"db.movies.find({""title"":""Murders in the Rue Morgue""}, {""languages"":1})"
who acted in the film Forbidden?,"db.movies.find({""title"": ""Forbidden""}, {""cast"": 1})"
In what year was the movie Der Kaiser von Kalifornien released ?,"db.movies.find({ ""title"": ""Der Kaiser von Kalifornien"" }, { ""year"": 1})"
How many reviews have been submitted by critics for the movie Pèpè le Moko?,"db.movies.find({ ""title"": ""Pèpè le Moko"" }, { ""tomatoes.critic.numReviews"": 1 })"
When was the information last updated for the movie The Informer ?,"db.movies.find({ ""title"": ""The Informer"" },{ ""lastupdated"": 1 })"
